tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source
@blessedchava @atTonyM @MysterySolvent @PhilipRucker Just keep telling yourself that and keep injecting the disinfectant,1.2599964808128553e+18,diydougie,,,2020-05-11,15.0,,,Twitter for iPhone
@Terrenc53756761 @AmelynRandall @BrianTracy21 @latimes https://t.co/PKvXyQWAtl,1.259996441000493e+18,Jeff,,,2020-05-11,1.0,,,Twitter Web App
@Fava @Kasparov63 Trump denies everything! Even when he asks Dr. Birxs to ck out injecting or ingesting disinfectan… https://t.co/sKXfu7lIFT,1.2599964313913057e+18,LCP@sadgirl,"Omaha, Nebraska ",,2020-05-11,0.0,,,Twitter Web App
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599964147315302e+18,Nancy 🌻,,,2020-05-11,0.0,,,Twitter for Android
And it doesn't even need to be injected in the body?! Amazing! Hong Kong's airport is rolling out full-body disinfe… https://t.co/gsDlvxuqAR,1.259996397497008e+18,Veronica Aguirre,"Los Angeles, Cali",,2020-05-11,1.0,,,Twitter Web Client
"RT @TeaPainUSA: The man that told you to inject disinfectant wants you to believe he's uncovered the ""greatest political crime in American…",1.2599963957020099e+18,Joyce,,,2020-05-11,0.0,,,Twitter for Android
My mom is so obsessive like all she talks about is disinfectant and bleach I’m losing my mind,1.2599963570892472e+18,hot girl bummer,"Baton Rouge, LA",,2020-05-11,1.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599963500595487e+18,ThoughtfulVoter,United States,,2020-05-11,0.0,,,Twitter for Android
@PaigeED17 Hang him for what you funkin neitherdel.... Go inject disinfectant. https://t.co/eQEBauNJX4,1.2599963385209078e+18,Stoure,"St Louis, MO",,2020-05-11,5.0,,,Twitter for Android
Sunlight is the best disinfectant. https://t.co/rgP2ixnFDO,1.2599962892421038e+18,Deplorable Judge 🇺🇸,,,2020-05-11,1.0,,,Twitter for iPad
"RT @KatDelT: Didn’t President Trump say this at a task force briefing and get slammed? Yet CNBC says it, in essence corroborating Trump, an…",1.2599962804802437e+18,Beth Melito 🇺🇸🇺🇸,,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599962326484705e+18,Patsy Pennington,,,2020-05-11,0.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599961412713718e+18,JB,,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599961322619249e+18,Dave,,,2020-05-11,0.0,,,Twitter Web App
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.259996126683562e+18,Noreen O'Donnell,"New York, NY",,2020-05-11,0.0,,,Twitter for iPhone
"@mmcd6944 @Razz_4_Speaker @dbongino Do you know TDS used to mean Trump's Dedicated Server, but no longer.

Since hi… https://t.co/a2hj8611s8",1.2599961051833426e+18,Omar Siddique,Bangladesh,,2020-05-11,0.0,,,Twitter Web App
@washingtonpost I hope the podium is soaked in disinfectant for days after he spewed his racist droplets. I’m sure… https://t.co/o9HhtVzSsV,1.2599960764484035e+18,SheDoesn'tDoFake,Yankee in Texas ,,2020-05-11,0.0,,,Twitter for iPad
@real_defender It’s just a simple cold easily treatable with disinfectant.,1.2599960707145892e+18,Jason Stewart,Australia,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599960304409272e+18,Sue Yarbro,,,2020-05-11,0.0,,,Twitter for iPad
Medical Grade Household Disinfectant coming later this week. Get hype. 🖖🏿✊🏿🖖🏿✊🏿🖖🏿✊🏿🖖🏿😊🖖🏿✊🏿👍🏾🤴🏾🤴🏾🤴🏾✊🏿🖖🏿,1.259996009150759e+18,The Butters Hygienics Co.,"Ypsilanti, MI",,2020-05-11,4.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='0049088b1906e51b', url='https://api.twitter.com/1.1/geo/id/0049088b1906e51b.json', place_type='city', name='Ypsilanti', full_name='Ypsilanti, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-83.661476, 42.165629], [-83.542129, 42.165629], [-83.542129, 42.3257971], [-83.661476, 42.3257971]]]), attributes={})",Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599957863241933e+18,Donald J. Pasley ♊👑,"Detroit, Michigan.",,2020-05-11,0.0,,,Twitter for Android
"@JohnCornyn @DecibelAtx The GOP is the crises.

They are corrupt

They keep an incompetent and demented president i… https://t.co/tZxRpbv91m",1.2599957470235525e+18,Rick Ragan,Texas,,2020-05-11,0.0,,,Twitter Web App
my work is the first restaurant to use hospital grade disinfectant in arizona before we reopen and we’ve been on th… https://t.co/NO7cEwV3YP,1.259995720087507e+18,kat,,,2020-05-11,6.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599956221674578e+18,Mike Forester,"Jackson, Miss.",,2020-05-11,0.0,,,TweetDeck
"RT @Mareq16: Flynn find: ""Sunlight is the best disinfectant…""

Look at the first sentence ""Sunlight is the best disinfectant,..""
 https://t…",1.259995483038253e+18,⭐️⭐️⭐️ chey 🐸⏳🧬,"Texas, USA",,2020-05-11,0.0,,,Twitter for iPhone
"@ScottFordTVGuy Actually, I have had a lot of friends that these conferences have helped learn about media dishones… https://t.co/zcc04Z8x8A",1.2599954599527465e+18,TiredofBullies,Texas USA,,2020-05-11,0.0,,,Twitter Web App
@ReneeCeer @Freetob43716958 @jCf55 @KerriKupecDOJ @chucktodd @MeetThePress @realDonaldTrump Asking if we can inject… https://t.co/vpXSQ2OVRl,1.2599954107997757e+18,Jordan peeples,"Merritt Island, FL",,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.259995384413184e+18,R__R Gardner,"Fortuna Foothills, AZ",,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599953841323745e+18,BoilingFrogs,Oklahoma City ,,2020-05-11,0.0,,,Twitter for iPhone
RT @TravelLeisure: Hong Kong Airport Is Testing Full-body Disinfectant Machines That Clean Passengers' Clothing and Bodies https://t.co/Rfe…,1.2599953737011405e+18,Nuria,"Boston, Ma & New York, NY",,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599953544911258e+18,Impeach 45 Now,,,2020-05-11,0.0,,,Twitter for Android
"Moringa oil is known to have antioxidant, antimicrobial, anti-inflammatory, disinfectant, anti-aging, skin moisturi… https://t.co/pt2lYGDs8J",1.259995315291263e+18,Mutuku Ndeti ⚡️☀️❄️,Nairobi,,2020-05-11,0.0,,,Jipambe Services
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.259995277022204e+18,Carla Marinucci,"San Francisco, CA USA",,2020-05-11,0.0,,,Twitter Web App
"RT @TeaPainUSA: The man that told you to inject disinfectant wants you to believe he's uncovered the ""greatest political crime in American…",1.259995276267393e+18,JeanAinsworth7,,,2020-05-11,0.0,,,Twitter for iPad
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599951805868196e+18,noon,,,2020-05-11,0.0,,,Twitter Web App
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599951534960026e+18,Manda Rose M,NJ,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599950964450017e+18,Ray Pepitone,"New York, NY",,2020-05-11,0.0,,,Twitter Web App
"This is my new jam. OMFG!!!

TRUMP DISINFECTANT REMIX https://t.co/XAj0SEj22p via @YouTube",1.259994995647447e+18,Shelley Resisting,"Louisiana, USA",,2020-05-11,1.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599949778301624e+18,FierceWarriorNStilettos,,,2020-05-11,0.0,,,Twitter for iPhone
"Listen up,  sports fans! The KeyBank Center and Sahlen Field in Buffalo, NY are testing grounds for drones spraying… https://t.co/ureQOrD9HE",1.2599949496192369e+18,Sally French,"San Francisco, CA",,2020-05-11,0.0,,,TweetDeck
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599948544504873e+18,Dr. Jami Rogers,London/Shakespeare Country,,2020-05-11,0.0,,,Twitter Web App
@bretatwood @rupertc16 @AngelaBwokeaf @scrowder -Says the guy injecting disinfectant,1.2599948207659868e+18,Bubbles,United States,,2020-05-11,19.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599947557124055e+18,annie,,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599946125104497e+18,BxBkGirl 🌊🇺🇸🗽🌊,"Bx, Bk NYC",,2020-05-11,0.0,,,Twitter for Android
When your disinfectant spray order goes through from March 🙌🏼 about time 🦠,1.2599945592511898e+18,Alexis,,,2020-05-11,2.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599945575440466e+18,Somewhere in Texas ☀️,"Texas, USA",,2020-05-11,0.0,,,Twitter for iPhone
RT @OrRite_Then: @joncoopertweets Another female journalist makes Disinfectant Donald run away.  Trump lied directly saying everyone can ge…,1.259994544294097e+18,Amy Karhu,,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599945438539162e+18,jasonalldaylong,"Jeffersontown, KY",,2020-05-11,0.0,,,Twitter for iPhone
RT @TravelLeisure: Hong Kong Airport Is Testing Full-body Disinfectant Machines That Clean Passengers' Clothing and Bodies https://t.co/Rfe…,1.2599944738172396e+18,Tim Gow,NEW ZEALAND,,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599944463613215e+18,We Deserve Better 👊🏻👊🏼👊🏽👊🏾👊🏿,"Berkeley, CA",,2020-05-11,0.0,,,Twitter for iPhone
@BjCruickshank It's just as misinformed as trumps disinfectant ramble.,1.2599944303434383e+18,🏴󠁧󠁢󠁳󠁣󠁴󠁿 ScottishScally 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Scotland,,2020-05-11,1.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599942994390467e+18,Susan Roberts,"North Carolina, USA",,2020-05-11,0.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599942497156465e+18,Teri Roberts,Alabama,,2020-05-11,0.0,,,Twitter for Android
"The lockdown is not sustainable. Open up...

but not until the following are available:

-Good masks
-Hand sanitize… https://t.co/49NqLRE4ud",1.2599942453199094e+18,RambalingMad🌊🌊🌊,"Bothell, WA",,2020-05-11,3.0,,,Twitter Web App
"After Listening to Boris Johnsons speech from yesterday, It's amazing people cannot understand it. If you find your… https://t.co/wWe0Xj4ck9",1.259994218489172e+18,Ryan,London,,2020-05-11,0.0,,,Twitter Web App
RT @ifiwerearoy: Beyoncé as Lysol disinfectant sprays: A Thread https://t.co/xVpzZ8kW9x,1.2599942122312704e+18,ke ,205,,2020-05-11,0.0,,,Twitter for iPhone
@GeofftheGangsta @paigeIee i got mad disinfectant wipes on the low hmu ⛽️only,1.2599942006591652e+18,gilbert,the san diego of the midwest,,2020-05-11,0.0,,,Twitter for iPhone
"@politico Mr Bleach.
See Dr. Birx's reaction to Trump's dangerous suggestion

https://t.co/EmJx3J3ZGx",1.2599941571600384e+18,John Dawkins,,,2020-05-11,0.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.259994145332048e+18,karen frymoyer,"Amarillo, TX",,2020-05-11,0.0,,,Twitter for iPad
"RT @KatDelT: Didn’t President Trump say this at a task force briefing and get slammed? Yet CNBC says it, in essence corroborating Trump, an…",1.25999414169122e+18,a man about a dog,,,2020-05-11,0.0,,,Twitter Web App
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599940665461228e+18,Biel_,"California, USA",,2020-05-11,0.0,,,Twitter for iPhone
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599940220026225e+18,Arielle Phoenix 🌊🌊🌊🌎🐬🌳💫❤️☯️,"Long Beach, CA",,2020-05-11,0.0,,,Twitter for iPhone
"RT @TeaPainUSA: The man that told you to inject disinfectant wants you to believe he's uncovered the ""greatest political crime in American…",1.2599939910487654e+18,C.B 162,,,2020-05-11,0.0,,,Twitter for iPhone
"RT @bk2thfutre: @deplorable_guy2 @wx_underground @Rolltide1224 @mattklewis @baseballcrank Don’t forget the #finepeoplehiax , the Russia col…",1.2599939082280346e+18,bk2thfutre,,,2020-05-11,0.0,,,Twitter for iPhone
Hand Sanitizer Gel Disinfectant Anti Bacteria Virus Hands Gel Disposable Waterless Hand Wash Soap Portable Safe Gel… https://t.co/0hAwnlIv2O,1.2599939081609257e+18,Leyzi Travels,Cape Town,,2020-05-11,1.0,,,SocialRabbit Plugin
"Boris’ announcement last night reminded me a bit of Trumps Disinfectant press conference.  Jaw dropping, WTF moment… https://t.co/VAA9HbxXUH",1.259993838074151e+18,Protect yourself. Stay at Home.,United Kingdom,,2020-05-11,0.0,,,Twitter for iPhone
@realDonaldTrump @MikeGarcia2020 @ChristyforCA25 Number one cause for American deaths is Donald Trump. Even with in… https://t.co/gxpPKLeQLU,1.2599938016548495e+18,Trump meltdown,,,2020-05-11,0.0,,,Twitter for iPhone
"@SteveSchmidtSES The only disinfectant we need is ELECTIONS. George W was horrible, @realDonaldTrump is worse; wors… https://t.co/gqZa4LTcWv",1.259993759758123e+18,AmericanChhattisgarhi,,,2020-05-11,1.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.2599937332081787e+18,Joe FitzGerald,,,2020-05-11,0.0,,,Twitter Web App
RT @OrRite_Then: @joncoopertweets Another female journalist makes Disinfectant Donald run away.  Trump lied directly saying everyone can ge…,1.2599937145057894e+18,BGesque,,,2020-05-11,0.0,,,Twitter Web App
"RT @TeaPainUSA: The man that told you to inject disinfectant wants you to believe he's uncovered the ""greatest political crime in American…",1.2599937051986166e+18,Rick A Claus,"Louisville, KY",,2020-05-11,0.0,,,Twitter for Android
RT @JonLemire: Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after erroneously…,1.259993662794195e+18,Thank you for voting BLUE!,"Manhattan, NY",,2020-05-11,0.0,,,Twitter for Android
Trump’s campaign spent weeks telling him the briefings were doing him political harm. He finally relented after err… https://t.co/VrOTNT7zpd,1.2599934965026243e+18,Jonathan Lemire,NYC/Washington,,2020-05-11,420.0,,,Twitter for iPhone
"@deepen915 @CHD_Yankees @PpollingNumbers @MorningConsult No one said “inject disinfectant”. 
While looking at Dr Bi… https://t.co/BcM0I0Lz0L",1.2599934625371054e+18,Luis Bobby,,,2020-05-11,5.0,,,Twitter for iPhone
"@etxetera Ganun, sige ubusin ko na lang yung zonrox namin at mag balik sa chlorine granules for disinfectant",1.2599933072093635e+18,§ophia 💙 Moran ™ 🎁,"Malabon City, National Capital",,2020-05-11,1.0,,,Twitter for Android
"RT @TeaPainUSA: The man that told you to inject disinfectant wants you to believe he's uncovered the ""greatest political crime in American…",1.2599932364725617e+18,Scott Salcido,"Biloxi, MS",,2020-05-11,0.0,,,Twitter for Android
"@izzywizzyk @Plenty_UK I wash everything with soap and disinfectant, and same leave it for 10-15 mins. I use washab… https://t.co/JO8zBRm3EA",1.2599932331422228e+18,Mickyla #StayAtHome 😷,Saarf London,,2020-05-11,7.0,,,Twitter for iPhone
"RT @JRobertSmith1: [W]e were told that the Black Death was soon upon us. But in less than two months, nothing of the sort has happened. Ame…",1.2599930943819244e+18,@kay57806006,,,2020-05-11,0.0,,,Twitter Web App
